work_hours,screen_time_hours,meetings_count,breaks_taken,after_hours_work,app_switches,sleep_hours,task_completion,isolation_index,fatigue_score,day_type_Weekend
0.05989233055055414,-0.19037436581111936,-0.24490379572135007,1.0974100385196344,-0.4313510761857588,0.3166493960847514,-0.7440929569194203,-0.07989462412063143,-1.139238363488058,-0.2737034959902603,-0.628445168990264
-0.43825611666724207,-0.6227539399746362,-0.5907520509324359,1.0974100385196344,-0.4313510761857588,-1.3215996973310917,0.23548332043757977,0.8918098291454374,-1.139238363488058,-0.3592983100311817,-0.628445168990264
-1.2398743075924301,-1.0700431546265508,0.1009444594897357,-0.027778081718376105,-0.4313510761857588,-0.943542214235128,0.13449607534922958,0.8941326286353165,-1.139238363488058,-1.2467813819291542,-0.628445168990264
0.14577999386396737,0.25691484884079563,-0.9366003061435216,-0.5903721418373813,-0.4313510761857588,0.02260468701011287,0.4879514331584561,0.38698807334505764,0.07919838890558686,-0.9494520278922699,1.5912287170680635
1.2451420842756542,0.9626378319582605,1.138489225122993,0.5348159784006291,-0.4313510761857588,1.9969048765112571,-1.5216947440997202,-0.9122311079939576,1.297635141299232,1.546312549932486,-0.628445168990264
-2.2361712020280216,-2.183296311093538,-0.5907520509324359,1.0974100385196344,-0.4313510761857588,-0.9015358272244653,-2.3598888783330296,1.3687579910672687,1.9068535174960544,-0.15657375046057867,-0.628445168990264
-1.0051146945357676,-0.9905250720217659,0.1009444594897357,0.5348159784006291,-0.4313510761857588,2.122924037543245,0.1950884224022395,1.5452907522980766,0.07919838890558686,-0.5124679772623038,-0.628445168990264
-0.3065616995866751,-0.3841996921602821,-0.5907520509324359,0.5348159784006291,-0.4313510761857588,0.19063023505276344,0.5283463311937964,-0.489481600835971,-0.5300199872912357,-0.6926675857695065,-0.628445168990264
-0.27220663426130964,0.018360601026441093,-0.9366003061435216,-1.1529662019563867,-0.4313510761857588,-0.81752305320314,2.194635875151581,0.23832890599279832,-1.139238363488058,-0.030434024505536755,1.5912287170680635
-0.17486728250610825,-0.021398440275951332,-0.5907520509324359,-0.5903721418373813,-0.4313510761857588,0.3166493960847514,2.1138460790809,-0.02801876884666586,-1.139238363488058,-1.3503961568207958,-0.628445168990264
